1712596776315601920 ('EPT', 'BID') 3 4474 25
1712597216667882761 ('BRV', 'ASK') 3 5167 -666
1712597216667882763 ('EPT', 'ASK') 10 4716 -195
1712597216667882765 ('EPT', 'ASK') 10 4716 -175
1712597216667882767 ('EPT', 'ASK') 7 4716 -155
1712597217880738817 ('EPT', 'ASK') 3 4724 -223
1712597217880738819 ('DLO', 'ASK') 3 4947 -446
1712597217880738821 ('MKU', 'ASK') 3 5010 -509
1712597217880738823 ('IGM', 'ASK') 3 5590 -1089
1712597217880738825 ('BRV', 'ASK') 3 5226 -725
1712597217880738827 ('EPT', 'ASK') 10 4724 -203
1712597217880738829 ('EPT', 'ASK') 10 4724 -183
1712597217880738831 ('EPT', 'ASK') 7 4724 -163
[REJECTED] 1712597219200849409 ('EPT', 'ASK')
1712597219200849411 ('DLO', 'ASK') 3 4918 -417
1712597219200849413 ('MKU', 'ASK') 3 5023 -522
1712597219200849415 ('IGM', 'ASK') 3 5578 -1077
1712597219200849417 ('BRV', 'ASK') 3 5130 -629
[REJECTED] 1712597219200849419 ('EPT', 'ASK')
[REJECTED] 1712597219200849421 ('EPT', 'ASK')
[REJECTED] 1712597219200849423 ('EPT', 'ASK')
[REJECTED] 1712597219200849424 ('DLO', 'BID')
[REJECTED] 1712597219200849425 ('DLO', 'ASK')
[REJECTED] 1712597219200849426 ('DLO', 'BID')
[REJECTED] 1712597219200849427 ('DLO', 'ASK')
[REJECTED] 1712597219200849428 ('DLO', 'BID')
[REJECTED] 1712597219200849429 ('DLO', 'ASK')
[REJECTED] 1712597219200849430 ('MKU', 'BID')
[REJECTED] 1712597219200849431 ('MKU', 'ASK')
[REJECTED] 1712597219200849432 ('MKU', 'BID')
[REJECTED] 1712597219200849433 ('MKU', 'ASK')
[REJECTED] 1712597219200849434 ('MKU', 'BID')
[REJECTED] 1712597219200849435 ('MKU', 'ASK')
[REJECTED] 1712597219200849436 ('IGM', 'BID')
[REJECTED] 1712597219200849437 ('IGM', 'ASK')
[REJECTED] 1712597219200849438 ('IGM', 'BID')
[REJECTED] 1712597219200849439 ('IGM', 'ASK')
[REJECTED] 1712597219200849440 ('IGM', 'BID')
[REJECTED] 1712597219200849441 ('IGM', 'ASK')
[REJECTED] 1712597219200849442 ('BRV', 'BID')
[REJECTED] 1712597219200849443 ('BRV', 'ASK')
[REJECTED] 1712597219200849444 ('BRV', 'BID')
[REJECTED] 1712597219200849445 ('BRV', 'ASK')
[REJECTED] 1712597219200849446 ('BRV', 'BID')
[REJECTED] 1712597219200849447 ('BRV', 'ASK')
[CANCELLED] 1712597219200849408 ('EPT', 'BID')
[CANCELLED] 1712597219200849410 ('DLO', 'BID')
[CANCELLED] 1712597219200849412 ('MKU', 'BID')
[CANCELLED] 1712597219200849414 ('IGM', 'BID')
[CANCELLED] 1712597219200849416 ('BRV', 'BID')
[CANCELLED] 1712597219200849418 ('EPT', 'BID')
[CANCELLED] 1712597219200849420 ('EPT', 'BID')
[CANCELLED] 1712597219200849422 ('EPT', 'BID')
1712597219200849449 ('EPT', 'ASK') 1 4740 -13
1712597219200849451 ('DLO', 'ASK') 3 4918 -9
1712597219200849454 ('IGM', 'BID') 6 5510 31
1712597219200849457 ('BRV', 'ASK') 3 5121 -18
[REJECTED] 1712597219200849459 ('EPT', 'ASK')
[REJECTED] 1712597219200849461 ('EPT', 'ASK')
[REJECTED] 1712597219200849463 ('DLO', 'BID')
[REJECTED] 1712597219200849464 ('DLO', 'ASK')
[REJECTED] 1712597219200849465 ('DLO', 'BID')
[REJECTED] 1712597219200849466 ('DLO', 'ASK')
[REJECTED] 1712597219200849467 ('DLO', 'BID')
[REJECTED] 1712597219200849468 ('DLO', 'ASK')
[REJECTED] 1712597219200849469 ('MKU', 'BID')
[REJECTED] 1712597219200849470 ('MKU', 'ASK')
[REJECTED] 1712597219200849471 ('MKU', 'BID')
[REJECTED] 1712597219200849472 ('MKU', 'ASK')
[REJECTED] 1712597219200849473 ('MKU', 'BID')
[REJECTED] 1712597219200849474 ('MKU', 'ASK')
[REJECTED] 1712597219200849475 ('IGM', 'BID')
[REJECTED] 1712597219200849476 ('IGM', 'ASK')
[REJECTED] 1712597219200849477 ('IGM', 'BID')
[REJECTED] 1712597219200849478 ('IGM', 'ASK')
[REJECTED] 1712597219200849479 ('IGM', 'BID')
[REJECTED] 1712597219200849480 ('IGM', 'ASK')
[REJECTED] 1712597219200849481 ('BRV', 'BID')
[REJECTED] 1712597219200849482 ('BRV', 'ASK')
[REJECTED] 1712597219200849483 ('BRV', 'BID')
[REJECTED] 1712597219200849484 ('BRV', 'ASK')
[REJECTED] 1712597219200849485 ('BRV', 'BID')
[REJECTED] 1712597219200849486 ('BRV', 'ASK')
1712597219200849452 ('MKU', 'BID') 6 5048 0
[CANCELLED] 1712597219200849448 ('EPT', 'BID')
[CANCELLED] 1712597219200849450 ('DLO', 'BID')
[CANCELLED] 1712597219200849453 ('MKU', 'ASK')
[CANCELLED] 1712597219200849455 ('IGM', 'ASK')
[CANCELLED] 1712597219200849456 ('BRV', 'BID')
[CANCELLED] 1712597219200849458 ('EPT', 'BID')
[CANCELLED] 1712597219200849460 ('EPT', 'BID')
[CANCELLED] 1712597219200849462 ('EPT', 'BID')
[REJECTED] 1712597219200849487 ('DLO', 'BID')
[REJECTED] 1712597219200849488 ('MKU', 'BID')
[REJECTED] 1712597219200849489 ('IGM', 'BID')
[REJECTED] 1712597219200849490 ('BRV', 'BID')
1712597219200849491 ('EPT', 'BID') 30 4737 4
1712597228101641219 ('DLO', 'ASK') 3 4917 -416
1712597228101641221 ('MKU', 'ASK') 3 5094 -593
1712597228101641223 ('IGM', 'ASK') 3 5477 -976
1712597228101641225 ('BRV', 'ASK') 3 5167 -666
[REJECTED] 1712597228101641232 ('DLO', 'BID')
[REJECTED] 1712597228101641233 ('DLO', 'ASK')
[REJECTED] 1712597228101641234 ('DLO', 'BID')
[REJECTED] 1712597228101641235 ('DLO', 'ASK')
[REJECTED] 1712597228101641236 ('DLO', 'BID')
[REJECTED] 1712597228101641237 ('DLO', 'ASK')
[REJECTED] 1712597228101641238 ('MKU', 'BID')
[REJECTED] 1712597228101641239 ('MKU', 'ASK')
[REJECTED] 1712597228101641240 ('MKU', 'BID')
[REJECTED] 1712597228101641241 ('MKU', 'ASK')
1712597228101641217 ('EPT', 'ASK') 3 4501 0
1712597228101641227 ('EPT', 'ASK') 10 4521 0
1712597228101641229 ('EPT', 'ASK') 10 4541 0
1712597228101641231 ('EPT', 'ASK') 7 4561 0
1712597231582289665 ('EPT', 'ASK') 3 4770 -269
[REJECTED] 1712597231582289667 ('DLO', 'ASK')
1712597231582289669 ('MKU', 'ASK') 3 5100 -599
1712597231582289671 ('IGM', 'ASK') 3 5543 -1042
1712597231582289673 ('BRV', 'ASK') 3 5249 -748
[REJECTED] 1712597231582289675 ('EPT', 'ASK')
[REJECTED] 1712597231582289677 ('EPT', 'ASK')
[REJECTED] 1712597231582289679 ('EPT', 'ASK')
[REJECTED] 1712597231582289680 ('DLO', 'BID')
[REJECTED] 1712597231582289681 ('DLO', 'ASK')
[REJECTED] 1712597231582289682 ('DLO', 'BID')
[REJECTED] 1712597231582289683 ('DLO', 'ASK')
[REJECTED] 1712597231582289684 ('DLO', 'BID')
[REJECTED] 1712597231582289685 ('DLO', 'ASK')
[REJECTED] 1712597231582289686 ('MKU', 'BID')
[REJECTED] 1712597231582289687 ('MKU', 'ASK')
[REJECTED] 1712597231582289688 ('MKU', 'BID')
[REJECTED] 1712597231582289689 ('MKU', 'ASK')
[REJECTED] 1712597231582289690 ('MKU', 'BID')
[REJECTED] 1712597231582289691 ('MKU', 'ASK')
[REJECTED] 1712597231582289692 ('IGM', 'BID')
[REJECTED] 1712597231582289693 ('IGM', 'ASK')
[REJECTED] 1712597231582289694 ('IGM', 'BID')
[REJECTED] 1712597231582289695 ('IGM', 'ASK')
[REJECTED] 1712597231582289696 ('IGM', 'BID')
[REJECTED] 1712597231582289697 ('IGM', 'ASK')
[REJECTED] 1712597231582289698 ('BRV', 'BID')
[REJECTED] 1712597231582289699 ('BRV', 'ASK')
[REJECTED] 1712597231582289700 ('BRV', 'BID')
[REJECTED] 1712597231582289701 ('BRV', 'ASK')
[REJECTED] 1712597231582289702 ('BRV', 'BID')
[REJECTED] 1712597231582289703 ('BRV', 'ASK')
[CANCELLED] 1712597231582289664 ('EPT', 'BID')
[CANCELLED] 1712597231582289666 ('DLO', 'BID')
[CANCELLED] 1712597231582289668 ('MKU', 'BID')
[CANCELLED] 1712597231582289670 ('IGM', 'BID')
[CANCELLED] 1712597231582289672 ('BRV', 'BID')
[CANCELLED] 1712597231582289674 ('EPT', 'BID')
[CANCELLED] 1712597231582289676 ('EPT', 'BID')
[CANCELLED] 1712597231582289678 ('EPT', 'BID')
1712597231582289710 ('DLO', 'BID') 6 4914 3
1712597231582289712 ('MKU', 'BID') 6 5085 2
1712597231582289715 ('IGM', 'ASK') 3 5585 -2
1712597231582289717 ('BRV', 'ASK') 3 5296 -53
[REJECTED] 1712597231582289721 ('DLO', 'BID')
[REJECTED] 1712597231582289723 ('DLO', 'BID')
[REJECTED] 1712597231582289725 ('DLO', 'BID')
[REJECTED] 1712597231582289727 ('MKU', 'BID')
[REJECTED] 1712597231582289728 ('MKU', 'ASK')
[REJECTED] 1712597231582289729 ('MKU', 'BID')
[REJECTED] 1712597231582289730 ('MKU', 'ASK')
[REJECTED] 1712597231582289731 ('MKU', 'BID')
[REJECTED] 1712597231582289732 ('MKU', 'ASK')
[REJECTED] 1712597231582289733 ('IGM', 'BID')
[REJECTED] 1712597231582289734 ('IGM', 'ASK')
[REJECTED] 1712597231582289735 ('IGM', 'BID')
[REJECTED] 1712597231582289736 ('IGM', 'ASK')
[REJECTED] 1712597231582289737 ('IGM', 'BID')
[REJECTED] 1712597231582289738 ('IGM', 'ASK')
[REJECTED] 1712597231582289739 ('BRV', 'BID')
[REJECTED] 1712597231582289740 ('BRV', 'ASK')
[REJECTED] 1712597231582289741 ('BRV', 'BID')
[REJECTED] 1712597231582289742 ('BRV', 'ASK')
[REJECTED] 1712597231582289743 ('BRV', 'BID')
[REJECTED] 1712597231582289744 ('BRV', 'ASK')
1712597231582289714 ('IGM', 'BID') 6 5579 0
[CANCELLED] 1712597231582289704 ('SCP', 'BID')
[CANCELLED] 1712597231582289705 ('JAK', 'ASK')
[CANCELLED] 1712597231582289706 ('JAK', 'ASK')
[CANCELLED] 1712597231582289707 ('JAK', 'ASK')
[CANCELLED] 1712597231582289708 ('JAK', 'ASK')
[CANCELLED] 1712597231582289709 ('EPT', 'BID')
[CANCELLED] 1712597231582289711 ('DLO', 'ASK')
[CANCELLED] 1712597231582289713 ('MKU', 'ASK')
[CANCELLED] 1712597231582289716 ('BRV', 'BID')
[CANCELLED] 1712597231582289718 ('EPT', 'BID')
[CANCELLED] 1712597231582289719 ('EPT', 'BID')
[CANCELLED] 1712597231582289720 ('EPT', 'BID')
[CANCELLED] 1712597231582289722 ('DLO', 'ASK')
[CANCELLED] 1712597231582289724 ('DLO', 'ASK')
[CANCELLED] 1712597231582289726 ('DLO', 'ASK')
1712597231582289745 ('SCP', 'BID') 24 5197 15
1712597231582289746 ('SCP', 'BID') 6 5197 16
1712597239117332225 ('EPT', 'ASK') 3 4754 -253
1712597239117332227 ('DLO', 'ASK') 3 4826 -325
[REJECTED] 1712597239117332229 ('MKU', 'ASK')
1712597239117332231 ('IGM', 'ASK') 3 5495 -994
[REJECTED] 1712597239117332232 ('BRV', 'BID')
[REJECTED] 1712597239117332233 ('BRV', 'ASK')
1712597239117332235 ('EPT', 'ASK') 10 4754 -233
1712597239117332237 ('EPT', 'ASK') 10 4754 -213
1712597239117332239 ('EPT', 'ASK') 7 4754 -193
[REJECTED] 1712597243627351041 ('EPT', 'ASK')
[REJECTED] 1712597243627351043 ('DLO', 'ASK')
[REJECTED] 1712597243627351045 ('MKU', 'ASK')
1712597243627351047 ('IGM', 'ASK') 3 5448 -947
[REJECTED] 1712597243627351048 ('BRV', 'BID')
[REJECTED] 1712597243627351049 ('BRV', 'ASK')
[REJECTED] 1712597243627351051 ('EPT', 'ASK')
[REJECTED] 1712597243627351053 ('EPT', 'ASK')
[REJECTED] 1712597243627351055 ('EPT', 'ASK')
[REJECTED] 1712597243627351056 ('DLO', 'BID')
[REJECTED] 1712597243627351057 ('DLO', 'ASK')
[REJECTED] 1712597243627351058 ('DLO', 'BID')
[REJECTED] 1712597243627351059 ('DLO', 'ASK')
[REJECTED] 1712597243627351060 ('DLO', 'BID')
[REJECTED] 1712597243627351061 ('DLO', 'ASK')
[REJECTED] 1712597243627351062 ('MKU', 'BID')
[REJECTED] 1712597243627351063 ('MKU', 'ASK')
[REJECTED] 1712597243627351064 ('MKU', 'BID')
[REJECTED] 1712597243627351065 ('MKU', 'ASK')
[REJECTED] 1712597243627351066 ('MKU', 'BID')
[REJECTED] 1712597243627351067 ('MKU', 'ASK')
[REJECTED] 1712597243627351068 ('IGM', 'BID')
[REJECTED] 1712597243627351069 ('IGM', 'ASK')
[REJECTED] 1712597243627351070 ('IGM', 'BID')
[REJECTED] 1712597243627351071 ('IGM', 'ASK')
[REJECTED] 1712597243627351072 ('IGM', 'BID')
[REJECTED] 1712597243627351073 ('IGM', 'ASK')
[REJECTED] 1712597243627351074 ('BRV', 'BID')
[REJECTED] 1712597243627351075 ('BRV', 'ASK')
[REJECTED] 1712597243627351076 ('BRV', 'BID')
[REJECTED] 1712597243627351077 ('BRV', 'ASK')
[REJECTED] 1712597243627351078 ('BRV', 'BID')
[REJECTED] 1712597243627351079 ('BRV', 'ASK')
[CANCELLED] 1712597243627351040 ('EPT', 'BID')
[CANCELLED] 1712597243627351042 ('DLO', 'BID')
[CANCELLED] 1712597243627351044 ('MKU', 'BID')
[CANCELLED] 1712597243627351046 ('IGM', 'BID')
[CANCELLED] 1712597243627351050 ('EPT', 'BID')
[CANCELLED] 1712597243627351052 ('EPT', 'BID')
[CANCELLED] 1712597243627351054 ('EPT', 'BID')
[REJECTED] 1712597243627351091 ('DLO', 'ASK')
[REJECTED] 1712597243627351092 ('MKU', 'BID')
[REJECTED] 1712597243627351095 ('IGM', 'ASK')
[REJECTED] 1712597243627351096 ('BRV', 'BID')
[REJECTED] 1712597243627351097 ('BRV', 'ASK')
[REJECTED] 1712597243627351103 ('DLO', 'BID')
[REJECTED] 1712597243627351104 ('DLO', 'ASK')
[REJECTED] 1712597243627351105 ('DLO', 'BID')
[REJECTED] 1712597243627351106 ('DLO', 'ASK')
[REJECTED] 1712597243627351107 ('DLO', 'BID')
[REJECTED] 1712597243627351108 ('DLO', 'ASK')
[REJECTED] 1712597243627351109 ('MKU', 'BID')
[REJECTED] 1712597243627351110 ('MKU', 'ASK')
[REJECTED] 1712597243627351111 ('MKU', 'BID')
[REJECTED] 1712597243627351112 ('MKU', 'ASK')
[REJECTED] 1712597243627351113 ('MKU', 'BID')
[REJECTED] 1712597243627351114 ('MKU', 'ASK')
[REJECTED] 1712597243627351115 ('IGM', 'BID')
[REJECTED] 1712597243627351116 ('IGM', 'ASK')
[REJECTED] 1712597243627351117 ('IGM', 'BID')
[REJECTED] 1712597243627351118 ('IGM', 'ASK')
[REJECTED] 1712597243627351119 ('IGM', 'BID')
[REJECTED] 1712597243627351120 ('IGM', 'ASK')
[REJECTED] 1712597243627351121 ('BRV', 'BID')
[REJECTED] 1712597243627351122 ('BRV', 'ASK')
[REJECTED] 1712597243627351123 ('BRV', 'BID')
[REJECTED] 1712597243627351124 ('BRV', 'ASK')
[REJECTED] 1712597243627351125 ('BRV', 'BID')
[REJECTED] 1712597243627351126 ('BRV', 'ASK')
1712597243627351088 ('EPT', 'BID') 36 4685 0
1712597243627351090 ('DLO', 'BID') 6 4817 0
[CANCELLED] 1712597243627351080 ('SCP', 'BID')
[CANCELLED] 1712597243627351081 ('SCP', 'BID')
[CANCELLED] 1712597243627351082 ('SCP', 'BID')
[CANCELLED] 1712597243627351083 ('SCP', 'BID')
[CANCELLED] 1712597243627351084 ('JAK', 'ASK')
[CANCELLED] 1712597243627351085 ('JAK', 'ASK')
[CANCELLED] 1712597243627351086 ('JAK', 'ASK')
[CANCELLED] 1712597243627351087 ('JAK', 'ASK')
[CANCELLED] 1712597243627351089 ('EPT', 'ASK')
[CANCELLED] 1712597243627351093 ('MKU', 'ASK')
[CANCELLED] 1712597243627351094 ('IGM', 'BID')
[CANCELLED] 1712597243627351098 ('EPT', 'BID')
[CANCELLED] 1712597243627351099 ('EPT', 'ASK')
[CANCELLED] 1712597243627351100 ('EPT', 'BID')
[CANCELLED] 1712597243627351101 ('EPT', 'ASK')
[CANCELLED] 1712597243627351102 ('EPT', 'BID')
1712597243627351128 ('EPT', 'ASK') 6 4688 0
1712597243627351130 ('DLO', 'ASK') 3 4828 -8
[REJECTED] 1712597243627351132 ('MKU', 'ASK')
[REJECTED] 1712597243627351133 ('IGM', 'BID')
[REJECTED] 1712597243627351135 ('BRV', 'BID')
[REJECTED] 1712597243627351136 ('BRV', 'ASK')
[REJECTED] 1712597243627351141 ('DLO', 'BID')
[REJECTED] 1712597243627351142 ('DLO', 'ASK')
[REJECTED] 1712597243627351143 ('DLO', 'BID')
[REJECTED] 1712597243627351144 ('DLO', 'ASK')
[REJECTED] 1712597243627351145 ('DLO', 'BID')
[REJECTED] 1712597243627351146 ('DLO', 'ASK')
[REJECTED] 1712597243627351147 ('MKU', 'BID')
[REJECTED] 1712597243627351148 ('MKU', 'ASK')
[REJECTED] 1712597243627351149 ('MKU', 'BID')
[REJECTED] 1712597243627351150 ('MKU', 'ASK')
[REJECTED] 1712597243627351151 ('MKU', 'BID')
[REJECTED] 1712597243627351152 ('MKU', 'ASK')
[REJECTED] 1712597243627351153 ('IGM', 'BID')
[REJECTED] 1712597243627351154 ('IGM', 'ASK')
[REJECTED] 1712597243627351155 ('IGM', 'BID')
[REJECTED] 1712597243627351156 ('IGM', 'ASK')
[REJECTED] 1712597243627351157 ('IGM', 'BID')
[REJECTED] 1712597243627351158 ('IGM', 'ASK')
[REJECTED] 1712597243627351159 ('BRV', 'BID')
[REJECTED] 1712597243627351160 ('BRV', 'ASK')
[REJECTED] 1712597243627351161 ('BRV', 'BID')
[REJECTED] 1712597243627351162 ('BRV', 'ASK')
[REJECTED] 1712597243627351163 ('BRV', 'BID')
[REJECTED] 1712597243627351164 ('BRV', 'ASK')
1712597243627351138 ('EPT', 'ASK') 10 4708 0
[CANCELLED] 1712597243627351127 ('EPT', 'BID')
[CANCELLED] 1712597243627351129 ('DLO', 'BID')
[CANCELLED] 1712597243627351131 ('MKU', 'BID')
[CANCELLED] 1712597243627351134 ('IGM', 'ASK')
[CANCELLED] 1712597243627351137 ('EPT', 'BID')
[CANCELLED] 1712597243627351139 ('EPT', 'BID')
[CANCELLED] 1712597243627351140 ('EPT', 'ASK')
1712597243627351165 ('JAK', 'ASK') 24 4913 -4
1712597243627351166 ('JAK', 'ASK') 6 4913 -5
1712597249375697409 ('EPT', 'ASK') 3 4689 -188
[REJECTED] 1712597249375697410 ('DLO', 'BID')
[REJECTED] 1712597249375697411 ('DLO', 'ASK')
[REJECTED] 1712597249375697413 ('MKU', 'ASK')
[REJECTED] 1712597249375697414 ('IGM', 'BID')
[REJECTED] 1712597249375697415 ('IGM', 'ASK')
[REJECTED] 1712597249375697416 ('BRV', 'BID')
[REJECTED] 1712597249375697417 ('BRV', 'ASK')
1712597249375697419 ('EPT', 'ASK') 10 4689 -168
1712597249375697421 ('EPT', 'ASK') 10 4689 -148
1712597249375697423 ('EPT', 'ASK') 7 4689 -128
1712597257113308161 ('EPT', 'ASK') 3 4729 -228
[REJECTED] 1712597257113308162 ('DLO', 'BID')
[REJECTED] 1712597257113308163 ('DLO', 'ASK')
[REJECTED] 1712597257113308165 ('MKU', 'ASK')
[REJECTED] 1712597257113308166 ('IGM', 'BID')
[REJECTED] 1712597257113308167 ('IGM', 'ASK')
[REJECTED] 1712597257113308168 ('BRV', 'BID')
[REJECTED] 1712597257113308169 ('BRV', 'ASK')
1712597257113308171 ('EPT', 'ASK') 10 4729 -208
1712597257113308173 ('EPT', 'ASK') 10 4729 -188
[REJECTED] 1712597257113308175 ('EPT', 'ASK')
[REJECTED] 1712597257113308176 ('DLO', 'BID')
[REJECTED] 1712597257113308177 ('DLO', 'ASK')
[REJECTED] 1712597257113308178 ('DLO', 'BID')
[REJECTED] 1712597257113308179 ('DLO', 'ASK')
[REJECTED] 1712597257113308180 ('DLO', 'BID')
[REJECTED] 1712597257113308181 ('DLO', 'ASK')
[REJECTED] 1712597257113308182 ('MKU', 'BID')
[REJECTED] 1712597257113308183 ('MKU', 'ASK')
[REJECTED] 1712597257113308184 ('MKU', 'BID')
[REJECTED] 1712597257113308185 ('MKU', 'ASK')
[REJECTED] 1712597257113308186 ('MKU', 'BID')
[REJECTED] 1712597257113308187 ('MKU', 'ASK')
[REJECTED] 1712597257113308188 ('IGM', 'BID')
[REJECTED] 1712597257113308189 ('IGM', 'ASK')
[REJECTED] 1712597257113308190 ('IGM', 'BID')
[REJECTED] 1712597257113308191 ('IGM', 'ASK')
[REJECTED] 1712597257113308192 ('IGM', 'BID')
[REJECTED] 1712597257113308193 ('IGM', 'ASK')
[REJECTED] 1712597257113308194 ('BRV', 'BID')
[REJECTED] 1712597257113308195 ('BRV', 'ASK')
[REJECTED] 1712597257113308196 ('BRV', 'BID')
[REJECTED] 1712597257113308197 ('BRV', 'ASK')
[REJECTED] 1712597257113308198 ('BRV', 'BID')
[REJECTED] 1712597257113308199 ('BRV', 'ASK')
[CANCELLED] 1712597257113308160 ('EPT', 'BID')
[CANCELLED] 1712597257113308164 ('MKU', 'BID')
[CANCELLED] 1712597257113308170 ('EPT', 'BID')
[CANCELLED] 1712597257113308172 ('EPT', 'BID')
[CANCELLED] 1712597257113308174 ('EPT', 'BID')
1712597257113308200 ('SCP', 'BID') 24 5073 10
[REJECTED] 1712597257113308201 ('SCP', 'BID')
[REJECTED] 1712597257113308202 ('SCP', 'BID')
[REJECTED] 1712597257113308203 ('SCP', 'BID')
[REJECTED] 1712597257113308204 ('SCP', 'BID')
[REJECTED] 1712597257113308207 ('DLO', 'BID')
[REJECTED] 1712597257113308208 ('DLO', 'ASK')
[REJECTED] 1712597257113308209 ('MKU', 'BID')
[REJECTED] 1712597257113308211 ('IGM', 'BID')
[REJECTED] 1712597257113308212 ('IGM', 'ASK')
[REJECTED] 1712597257113308213 ('BRV', 'BID')
[REJECTED] 1712597257113308214 ('BRV', 'ASK')
[REJECTED] 1712597257113308220 ('DLO', 'BID')
[REJECTED] 1712597257113308221 ('DLO', 'ASK')
[REJECTED] 1712597257113308222 ('DLO', 'BID')
[REJECTED] 1712597257113308223 ('DLO', 'ASK')
[REJECTED] 1712597257113308224 ('DLO', 'BID')
[REJECTED] 1712597257113308225 ('DLO', 'ASK')
[REJECTED] 1712597257113308226 ('MKU', 'BID')
[REJECTED] 1712597257113308227 ('MKU', 'ASK')
[REJECTED] 1712597257113308228 ('MKU', 'BID')
[REJECTED] 1712597257113308229 ('MKU', 'ASK')
[REJECTED] 1712597257113308230 ('MKU', 'BID')
[REJECTED] 1712597257113308231 ('MKU', 'ASK')
[REJECTED] 1712597257113308232 ('IGM', 'BID')
[REJECTED] 1712597257113308233 ('IGM', 'ASK')
[REJECTED] 1712597257113308234 ('IGM', 'BID')
[REJECTED] 1712597257113308235 ('IGM', 'ASK')
[REJECTED] 1712597257113308236 ('IGM', 'BID')
[REJECTED] 1712597257113308237 ('IGM', 'ASK')
[REJECTED] 1712597257113308238 ('BRV', 'BID')
[REJECTED] 1712597257113308239 ('BRV', 'ASK')
[REJECTED] 1712597257113308240 ('BRV', 'BID')
[REJECTED] 1712597257113308241 ('BRV', 'ASK')
[REJECTED] 1712597257113308242 ('BRV', 'BID')
[REJECTED] 1712597257113308243 ('BRV', 'ASK')
1712597257113308205 ('EPT', 'BID') 30 4749 0
1712597261230532097 ('EPT', 'ASK') 3 4759 -258
[REJECTED] 1712597261230532098 ('DLO', 'BID')
[REJECTED] 1712597261230532099 ('DLO', 'ASK')
[REJECTED] 1712597261230532100 ('MKU', 'BID')
[REJECTED] 1712597261230532101 ('MKU', 'ASK')
[REJECTED] 1712597261230532102 ('IGM', 'BID')
[REJECTED] 1712597261230532103 ('IGM', 'ASK')
[REJECTED] 1712597261230532104 ('BRV', 'BID')
[REJECTED] 1712597261230532105 ('BRV', 'ASK')
1712597261230532107 ('EPT', 'ASK') 10 4759 -238
1712597261230532109 ('EPT', 'ASK') 10 4759 -218
1712597261230532111 ('EPT', 'ASK') 7 4759 -198
1712597262496370689 ('EPT', 'ASK') 3 4753 -252
[REJECTED] 1712597262496370690 ('DLO', 'BID')
[REJECTED] 1712597262496370691 ('DLO', 'ASK')
[REJECTED] 1712597262496370692 ('MKU', 'BID')
[REJECTED] 1712597262496370693 ('MKU', 'ASK')
[REJECTED] 1712597262496370694 ('IGM', 'BID')
[REJECTED] 1712597262496370695 ('IGM', 'ASK')
[REJECTED] 1712597262496370696 ('BRV', 'BID')
[REJECTED] 1712597262496370697 ('BRV', 'ASK')
[REJECTED] 1712597262496370699 ('EPT', 'ASK')
[REJECTED] 1712597262496370701 ('EPT', 'ASK')
[REJECTED] 1712597262496370703 ('EPT', 'ASK')
[REJECTED] 1712597262496370704 ('DLO', 'BID')
[REJECTED] 1712597262496370705 ('DLO', 'ASK')
[REJECTED] 1712597262496370706 ('DLO', 'BID')
[REJECTED] 1712597262496370707 ('DLO', 'ASK')
[REJECTED] 1712597262496370708 ('DLO', 'BID')
[REJECTED] 1712597262496370709 ('DLO', 'ASK')
[REJECTED] 1712597262496370710 ('MKU', 'BID')
[REJECTED] 1712597262496370711 ('MKU', 'ASK')
[REJECTED] 1712597262496370712 ('MKU', 'BID')
[REJECTED] 1712597262496370713 ('MKU', 'ASK')
[REJECTED] 1712597262496370714 ('MKU', 'BID')
[REJECTED] 1712597262496370715 ('MKU', 'ASK')
[REJECTED] 1712597262496370716 ('IGM', 'BID')
[REJECTED] 1712597262496370717 ('IGM', 'ASK')
[REJECTED] 1712597262496370718 ('IGM', 'BID')
[REJECTED] 1712597262496370719 ('IGM', 'ASK')
[REJECTED] 1712597262496370720 ('IGM', 'BID')
[REJECTED] 1712597262496370721 ('IGM', 'ASK')
[REJECTED] 1712597262496370722 ('BRV', 'BID')
[REJECTED] 1712597262496370723 ('BRV', 'ASK')
[REJECTED] 1712597262496370724 ('BRV', 'BID')
[REJECTED] 1712597262496370725 ('BRV', 'ASK')
[REJECTED] 1712597262496370726 ('BRV', 'BID')
[REJECTED] 1712597262496370727 ('BRV', 'ASK')
[CANCELLED] 1712597262496370688 ('EPT', 'BID')
[CANCELLED] 1712597262496370698 ('EPT', 'BID')
[CANCELLED] 1712597262496370700 ('EPT', 'BID')
[CANCELLED] 1712597262496370702 ('EPT', 'BID')
1712597267795164929 ('EPT', 'ASK') 3 4701 -200
[REJECTED] 1712597267795164930 ('DLO', 'BID')
[REJECTED] 1712597267795164931 ('DLO', 'ASK')
[REJECTED] 1712597267795164933 ('MKU', 'ASK')
[REJECTED] 1712597267795164934 ('IGM', 'BID')
[REJECTED] 1712597267795164935 ('IGM', 'ASK')
[REJECTED] 1712597267795164936 ('BRV', 'BID')
[REJECTED] 1712597267795164937 ('BRV', 'ASK')
1712597267795164939 ('EPT', 'ASK') 10 4701 -180
1712597267795164941 ('EPT', 'ASK') 10 4701 -160
1712597267795164943 ('EPT', 'ASK') 7 4701 -140
1712597276543761665 ('EPT', 'ASK') 3 4565 -64
[REJECTED] 1712597276543761666 ('DLO', 'BID')
[REJECTED] 1712597276543761667 ('DLO', 'ASK')
