1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
[CANCELLED] 1712715421611513062 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513063 ('DLO', <Side.BUY: 1>)
1712715421611513065 ('DLO', <Side.BUY: 1>) 1 4922 0
[CANCELLED] 1712715421611513064 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513068 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513069 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513070 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513071 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513072 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513073 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513074 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513075 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513076 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513077 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513078 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513079 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513080 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513081 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513066 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513067 ('BRV', <Side.BUY: 1>)
1712715421611513085 ('BRV', <Side.BUY: 1>) 1 4620 0
[CANCELLED] 1712715421611513082 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513086 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513087 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513088 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513089 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513090 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513091 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513083 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513084 ('IGM', <Side.BUY: 1>)
1712715421611513092 ('EPT', <Side.BUY: 1>) 1 5140 0
1712715421611513103 ('DLO', <Side.SELL: 2>) 2 4941 0
1712715421611513108 ('MKU', <Side.SELL: 2>) 2 4866 0
1712715421611513096 ('EPT', <Side.BUY: 1>) 2 5120 0
1712715421611513109 ('MKU', <Side.SELL: 2>) 2 4886 0
[CANCELLED] 1712715421611513097 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513098 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513099 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513100 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513101 ('EPT', <Side.SELL: 2>)
1712715421611513110 ('EPT', <Side.BUY: 1>) 1 5102 3
[CANCELLED] 1712715421611513093 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513102 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513104 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513105 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513106 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513107 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513094 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513095 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513115 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513116 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513117 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513118 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513119 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513120 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513111 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513121 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513122 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513123 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513112 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513113 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513114 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513124 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513129 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513130 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513131 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513132 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513133 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513134 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513125 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513135 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513136 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513137 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513138 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513126 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513127 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513128 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513139 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513144 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513145 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513146 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513147 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513148 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513149 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513140 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513150 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513151 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513152 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513141 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513142 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513143 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513153 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513158 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513159 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513160 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513161 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513162 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513163 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513154 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513164 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513165 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513166 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513167 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513155 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513156 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513157 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513168 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513173 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513174 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513175 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513176 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513177 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513178 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513169 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513179 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513180 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513181 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513170 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513171 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513172 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611513182 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513187 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513188 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513189 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513190 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513191 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513192 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513183 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513193 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513194 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513195 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513196 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513184 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513185 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513186 ('BRV', <Side.BUY: 1>)
1712715736743286273 ('DLO', <Side.BUY: 1>) 1 4931 2
1712715736743286274 ('MKU', <Side.BUY: 1>) 1 4999 14
1712715736743286275 ('IGM', <Side.BUY: 1>) 1 5608 2
1712715736743286276 ('BRV', <Side.BUY: 1>) 1 5131 35
[CANCELLED] 1712715736743286272 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286277 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286278 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286279 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286280 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286281 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286282 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286283 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286284 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286285 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286286 ('DLO', <Side.SELL: 2>)
1712715736743286289 ('MKU', <Side.BUY: 1>) 1 5005 1
1712715736743286290 ('IGM', <Side.BUY: 1>) 1 5588 23
1712715736743286288 ('DLO', <Side.BUY: 1>) 1 4926 0
[CANCELLED] 1712715736743286287 ('EPT', <Side.BUY: 1>)
1712715736743286291 ('EPT', <Side.BUY: 1>) 1 4794 0
[CANCELLED] 1712715736743286296 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286297 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286298 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286299 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286300 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286301 ('EPT', <Side.SELL: 2>)
1712715736743286305 ('EPT', <Side.BUY: 1>) 1 4795 0
[CANCELLED] 1712715736743286292 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286302 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286303 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286304 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286293 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286294 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286295 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715736743286306 ('DLO', <Side.BUY: 1>)
1712715736743286310 ('IGM', <Side.BUY: 1>) 1 5559 14
1712715736743286311 ('BRV', <Side.BUY: 1>) 1 5052 26
1712715736743286313 ('EPT', <Side.SELL: 2>) 2 4858 -17
1712715736743286315 ('EPT', <Side.SELL: 2>) 2 4861 0
1712715736743286317 ('EPT', <Side.SELL: 2>) 2 4881 0
1712715736743286308 ('DLO', <Side.BUY: 1>) 1 4939 0
1712715736743286309 ('MKU', <Side.BUY: 1>) 1 4992 0
1712715736743286318 ('DLO', <Side.BUY: 1>) 2 4919 0
[CANCELLED] 1712715736743286307 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286312 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286314 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286316 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286319 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286320 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286321 ('DLO', <Side.SELL: 2>)
1712715736743286323 ('DLO', <Side.BUY: 1>) 1 4916 4
1712715736743286324 ('MKU', <Side.BUY: 1>) 1 4966 12
1712715736743286325 ('IGM', <Side.BUY: 1>) 1 5430 16
1712715736743286326 ('BRV', <Side.BUY: 1>) 1 4957 35
[CANCELLED] 1712715736743286322 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286327 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286328 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286329 ('EPT', <Side.BUY: 1>)
1712715736743286334 ('BRV', <Side.BUY: 1>) 1 4911 4
[CANCELLED] 1712715736743286330 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286335 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286336 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286337 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286338 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286339 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286340 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286331 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286341 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286332 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286333 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286342 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286347 ('EPT', <Side.BUY: 1>)
1712715736743286348 ('EPT', <Side.BUY: 1>) 1 4943 2
[CANCELLED] 1712715736743286343 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286344 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286345 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286346 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715736743286353 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286354 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286355 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286356 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286357 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286358 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286349 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286350 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286351 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286352 ('BRV', <Side.BUY: 1>)
1712715736743286363 ('BRV', <Side.BUY: 1>) 1 5014 0
1712715736743286360 ('DLO', <Side.BUY: 1>) 1 4940 0
1712715736743286361 ('MKU', <Side.BUY: 1>) 1 5008 0
[CANCELLED] 1712715736743286359 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286364 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286365 ('EPT', <Side.SELL: 2>)
1712715736743286366 ('EPT', <Side.BUY: 1>) 1 4930 3
[CANCELLED] 1712715736743286362 ('IGM', <Side.BUY: 1>)
1712715736743286370 ('BRV', <Side.BUY: 1>) 1 4982 0
1712715736743286368 ('MKU', <Side.BUY: 1>) 1 4985 0
1712715736743286367 ('DLO', <Side.BUY: 1>) 1 4925 0
[CANCELLED] 1712715736743286371 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286372 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286373 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286374 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286375 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286376 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286377 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286369 ('IGM', <Side.BUY: 1>)
1712715736743286382 ('BRV', <Side.BUY: 1>) 1 4942 12
1712715736743286378 ('EPT', <Side.BUY: 1>) 1 4935 0
1712715736743286379 ('DLO', <Side.BUY: 1>) 1 4926 0
1712715736743286380 ('MKU', <Side.BUY: 1>) 1 4969 0
1712715736743286383 ('EPT', <Side.BUY: 1>) 2 4915 0
[CANCELLED] 1712715736743286384 ('EPT', <Side.SELL: 2>)
1712715736743286386 ('DLO', <Side.BUY: 1>) 1 4898 6
1712715736743286387 ('MKU', <Side.BUY: 1>) 1 4904 34
[CANCELLED] 1712715736743286381 ('IGM', <Side.BUY: 1>)
1712715736743286389 ('BRV', <Side.BUY: 1>) 1 4874 27
1712715736743286388 ('IGM', <Side.BUY: 1>) 1 5563 0
[CANCELLED] 1712715736743286385 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286390 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286391 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286392 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286393 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286394 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286395 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286396 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286397 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286398 ('DLO', <Side.BUY: 1>)
1712715736743286401 ('MKU', <Side.BUY: 1>) 1 4885 12
1712715736743286402 ('IGM', <Side.BUY: 1>) 1 5518 27
1712715736743286403 ('BRV', <Side.BUY: 1>) 1 4839 26
[CANCELLED] 1712715736743286399 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286404 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286400 ('DLO', <Side.BUY: 1>)
1712715736743286411 ('EPT', <Side.SELL: 2>) 2 4942 0
[CANCELLED] 1712715736743286405 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286410 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286412 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286413 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286414 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286415 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286406 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286416 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286417 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286407 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286408 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286409 ('BRV', <Side.BUY: 1>)
1712715736743286419 ('DLO', <Side.BUY: 1>) 1 4916 0
[CANCELLED] 1712715736743286418 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286420 ('MKU', <Side.BUY: 1>)
1712715736743286424 ('IGM', <Side.BUY: 1>) 1 5488 0
1712715736743286433 ('DLO', <Side.SELL: 2>) 2 4963 0
1712715736743286427 ('EPT', <Side.SELL: 2>) 2 4981 0
[CANCELLED] 1712715736743286421 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286426 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286428 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286429 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286430 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286431 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286422 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286432 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286434 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286423 ('MKU', <Side.BUY: 1>)
1712715736743286437 ('MKU', <Side.BUY: 1>) 1 5017 9
1712715736743286438 ('IGM', <Side.BUY: 1>) 1 5415 24
[CANCELLED] 1712715736743286425 ('BRV', <Side.BUY: 1>)
1712715736743286439 ('BRV', <Side.BUY: 1>) 1 4988 22
1712715736743286436 ('DLO', <Side.BUY: 1>) 1 4963 0
[CANCELLED] 1712715736743286435 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286440 ('EPT', <Side.BUY: 1>)
1712715736743286447 ('EPT', <Side.SELL: 2>) 2 5016 0
[CANCELLED] 1712715736743286441 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286446 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286448 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286449 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286450 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286451 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286442 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286452 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286453 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715736743286443 ('MKU', <Side.BUY: 1>)
1712715736743286456 ('MKU', <Side.BUY: 1>) 1 5049 1
[CANCELLED] 1712715736743286444 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715736743286445 ('BRV', <Side.BUY: 1>)
1712715736743286458 ('BRV', <Side.BUY: 1>) 1 5016 9
1712715736743286457 ('IGM', <Side.BUY: 1>) 1 5408 0
1712715736743286455 ('DLO', <Side.BUY: 1>) 1 4971 0
[CANCELLED] 1712715736743286454 ('EPT', <Side.BUY: 1>)
1712715736743286460 ('DLO', <Side.BUY: 1>) 1 4967 4
1712715736743286462 ('IGM', <Side.BUY: 1>) 1 5389 24
1712715736743286463 ('BRV', <Side.BUY: 1>) 1 4993 0
1712715736743286461 ('MKU', <Side.BUY: 1>) 1 5030 0
1712715736743286459 ('EPT', <Side.BUY: 1>) 1 5005 0
1712715736743286464 ('EPT', <Side.BUY: 1>) 2 4985 0
[CANCELLED] 1712715736743286465 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286466 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286467 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286468 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286469 ('EPT', <Side.SELL: 2>)
1712715736743286472 ('EPT', <Side.BUY: 1>) 1 4973 36
[CANCELLED] 1712715736743286470 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286471 ('DLO', <Side.SELL: 2>)
1712715736743286477 ('EPT', <Side.BUY: 1>) 2 4973 16
[CANCELLED] 1712715736743286473 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286474 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715736743286475 ('IGM', <Side.BUY: 1>)
1712715736743286481 ('IGM', <Side.BUY: 1>) 1 5418 8
[CANCELLED] 1712715736743286476 ('BRV', <Side.BUY: 1>)
1712715736743286482 ('BRV', <Side.BUY: 1>) 1 5023 15
1712715736743286480 ('MKU', <Side.BUY: 1>) 1 5032 0
1712715736743286479 ('DLO', <Side.BUY: 1>) 1 4967 0
1712715736743286484 ('EPT', <Side.SELL: 2>) 2 4989 0
1712715736743286489 ('DLO', <Side.BUY: 1>) 2 4947 0
1712715736743286486 ('EPT', <Side.SELL: 2>) 2 5009 0
[CANCELLED] 1712715736743286478 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286483 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286485 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286487 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286488 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286490 ('DLO', <Side.SELL: 2>)
1712715736743286492 ('DLO', <Side.BUY: 1>) 1 4934 12
1712715736743286493 ('MKU', <Side.BUY: 1>) 1 4989 10
1712715736743286494 ('IGM', <Side.BUY: 1>) 1 5306 37
1712715736743286495 ('BRV', <Side.BUY: 1>) 1 4929 29
[CANCELLED] 1712715736743286491 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286496 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286497 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286498 ('EPT', <Side.BUY: 1>)
1712715736743286502 ('IGM', <Side.BUY: 1>) 1 5286 0
1712715736743286505 ('EPT', <Side.SELL: 2>) 2 5028 0
1712715736743286503 ('BRV', <Side.BUY: 1>) 1 4961 0
[CANCELLED] 1712715736743286499 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286504 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286506 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286507 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286508 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286509 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286500 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286510 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715736743286501 ('MKU', <Side.BUY: 1>)
1712715736743286514 ('IGM', <Side.BUY: 1>) 1 5221 38
1712715736743286515 ('BRV', <Side.BUY: 1>) 1 4951 14
1712715736743286513 ('MKU', <Side.BUY: 1>) 1 5019 0
1712715736743286517 ('EPT', <Side.SELL: 2>) 2 5060 0
1712715736743286512 ('DLO', <Side.BUY: 1>) 1 4922 0
[CANCELLED] 1712715736743286511 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286516 ('EPT', <Side.BUY: 1>)
1712715736743286518 ('EPT', <Side.BUY: 1>) 1 5069 0
1712715736743286520 ('MKU', <Side.BUY: 1>) 1 5019 0
1712715736743286521 ('IGM', <Side.BUY: 1>) 1 5176 0
1712715736743286522 ('BRV', <Side.BUY: 1>) 1 4935 0
1712715736743286519 ('DLO', <Side.BUY: 1>) 1 4911 0
[CANCELLED] 1712715736743286523 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286524 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286525 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286526 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286527 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715736743286528 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715736743286529 ('DLO', <Side.BUY: 1>)
