[REJECTED] 1712716296886696720 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462214 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462215 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462216 ('BRV', <Side.SELL: 2>)
1712716366750462221 ('EPT', <Side.BUY: 1>) 2 4782 0
1712716366750462239 ('IGM', <Side.SELL: 2>) 2 4685 0
1712716366750462219 ('MKU', <Side.BUY: 1>) 1 4814 0
[CANCELLED] 1712716366750462222 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462223 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462224 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462225 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462226 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462218 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462227 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462228 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462229 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462230 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462231 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462232 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462233 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462234 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462235 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462236 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462237 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462238 ('MKU', <Side.SELL: 2>)
1712716366750462245 ('MKU', <Side.BUY: 1>) 1 4808 7
[CANCELLED] 1712716366750462240 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462241 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462220 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462242 ('BRV', <Side.BUY: 1>)
1712716366750462247 ('BRV', <Side.BUY: 1>) 2 4871 12
[REJECTED] 1712716366750462260 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712716366750462262 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712716366750462264 ('MKU', <Side.BUY: 1>)
1712716366750462272 ('BRV', <Side.BUY: 1>) 2 4863 0
1712716366750462244 ('DLO', <Side.BUY: 1>) 2 4700 0
1712716366750462243 ('EPT', <Side.BUY: 1>) 6 4769 0
1712716366750462254 ('DLO', <Side.BUY: 1>) 2 4680 0
1712716366750462248 ('EPT', <Side.BUY: 1>) 2 4749 0
1712716366750462267 ('IGM', <Side.SELL: 2>) 2 4724 0
1712716366750462269 ('IGM', <Side.SELL: 2>) 2 4744 0
1712716366750462250 ('EPT', <Side.BUY: 1>) 2 4729 0
[CANCELLED] 1712716366750462249 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462251 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462252 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462253 ('EPT', <Side.SELL: 2>)
1712716366750462278 ('EPT', <Side.BUY: 1>) 5 4723 15
[CANCELLED] 1712716366750462255 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462256 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462257 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462258 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462259 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462261 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462263 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462265 ('MKU', <Side.SELL: 2>)
1712716366750462280 ('MKU', <Side.BUY: 1>) 1 4763 5
[CANCELLED] 1712716366750462246 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462266 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462268 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462270 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462271 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462273 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462274 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462275 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462276 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462277 ('BRV', <Side.SELL: 2>)
1712716366750462282 ('BRV', <Side.BUY: 1>) 1 4844 0
1712716366750462283 ('EPT', <Side.BUY: 1>) 2 4712 6
[REJECTED] 1712716366750462295 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712716366750462297 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712716366750462299 ('MKU', <Side.BUY: 1>)
1712716366750462302 ('IGM', <Side.SELL: 2>) 2 4764 -1
1712716366750462285 ('EPT', <Side.BUY: 1>) 2 4698 0
1712716366750462304 ('IGM', <Side.SELL: 2>) 2 4783 0
1712716366750462308 ('BRV', <Side.SELL: 2>) 2 4868 0
1712716366750462310 ('BRV', <Side.SELL: 2>) 2 4888 0
1712716366750462306 ('IGM', <Side.SELL: 2>) 2 4803 0
[CANCELLED] 1712716366750462284 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462286 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462287 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462288 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462279 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462289 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462290 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462291 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462292 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462293 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462294 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462296 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462298 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462300 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462281 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462301 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462303 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462305 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462307 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462309 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462311 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462312 ('BRV', <Side.SELL: 2>)
1712716366750462313 ('EPT', <Side.BUY: 1>) 4 4679 0
1712716366750462333 ('IGM', <Side.SELL: 2>) 2 4820 0
1712716366750462339 ('BRV', <Side.SELL: 2>) 2 4912 0
1712716366750462335 ('IGM', <Side.SELL: 2>) 2 4840 0
1712716366750462341 ('BRV', <Side.SELL: 2>) 2 4932 0
1712716366750462317 ('EPT', <Side.BUY: 1>) 2 4659 0
1712716366750462337 ('IGM', <Side.SELL: 2>) 2 4860 0
[CANCELLED] 1712716366750462318 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462319 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462320 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462321 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462322 ('EPT', <Side.SELL: 2>)
1712716366750462344 ('EPT', <Side.BUY: 1>) 4 4660 0
[CANCELLED] 1712716366750462314 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462323 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462324 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462325 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462326 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462327 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462328 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462329 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462330 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462331 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462315 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462332 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462334 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462336 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462316 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462338 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462340 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462342 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462343 ('BRV', <Side.SELL: 2>)
1712716366750462364 ('IGM', <Side.SELL: 2>) 2 4867 0
1712716366750462370 ('BRV', <Side.SELL: 2>) 2 4949 -2
1712716366750462366 ('IGM', <Side.SELL: 2>) 2 4887 0
1712716366750462360 ('MKU', <Side.SELL: 2>) 2 4810 0
1712716366750462372 ('BRV', <Side.SELL: 2>) 2 4967 0
1712716366750462374 ('BRV', <Side.SELL: 2>) 2 4987 0
1712716366750462368 ('IGM', <Side.SELL: 2>) 2 4907 0
[CANCELLED] 1712716366750462348 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462349 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462350 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462351 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462352 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462353 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462345 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462354 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462355 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462356 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462357 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462358 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462359 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462361 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462362 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462346 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462363 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462365 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462367 ('IGM', <Side.BUY: 1>)
1712716366750462378 ('IGM', <Side.BUY: 1>) 3 4903 12
[CANCELLED] 1712716366750462347 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462369 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462371 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462373 ('BRV', <Side.BUY: 1>)
1712716366750462398 ('IGM', <Side.BUY: 1>) 2 4895 0
1712716366750462381 ('EPT', <Side.SELL: 2>) 2 4664 0
1712716366750462379 ('BRV', <Side.BUY: 1>) 2 4993 0
1712716366750462377 ('MKU', <Side.BUY: 1>) 1 4824 0
1712716366750462404 ('BRV', <Side.BUY: 1>) 2 4973 0
1712716366750462400 ('IGM', <Side.BUY: 1>) 2 4875 0
1712716366750462406 ('BRV', <Side.BUY: 1>) 2 4953 0
1712716366750462392 ('MKU', <Side.BUY: 1>) 2 4804 0
1712716366750462408 ('BRV', <Side.BUY: 1>) 2 4933 0
1712716366750462410 ('SCP', <Side.BUY: 1>) 21 4788 19
[CANCELLED] 1712716366750462375 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462380 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462382 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462383 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462384 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462385 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462376 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462386 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462387 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462388 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462389 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462390 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462391 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462393 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462394 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462395 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462396 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462397 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712716366750462413 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750462399 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462401 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462402 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462403 ('IGM', <Side.SELL: 2>)
1712716366750462414 ('IGM', <Side.BUY: 1>) 2 4863 13
[CANCELLED] 1712716366750462405 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462407 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462409 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712716366750462428 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712716366750462430 ('MKU', <Side.BUY: 1>)
1712716366750462412 ('DLO', <Side.BUY: 1>) 2 4727 0
1712716366750462415 ('BRV', <Side.BUY: 1>) 2 4974 0
1712716366750462422 ('DLO', <Side.BUY: 1>) 2 4707 0
[CANCELLED] 1712716366750462411 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462416 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462417 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462418 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462423 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462424 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462425 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462426 ('DLO', <Side.BUY: 1>)
1712716366750462432 ('DLO', <Side.BUY: 1>) 2 4701 7
[CANCELLED] 1712716366750462429 ('MKU', <Side.SELL: 2>)
1712716366750462434 ('BRV', <Side.BUY: 1>) 1 4863 25
1712716366750462456 ('BRV', <Side.BUY: 1>) 2 4863 5
[CANCELLED] 1712716366750462419 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462420 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462421 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462431 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462435 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462436 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462437 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462438 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462439 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462440 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462427 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462441 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462442 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462443 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462444 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462445 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462446 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462447 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462448 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462449 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462433 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462450 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462451 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462452 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462453 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462454 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462455 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462457 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462458 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462459 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462460 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462461 ('BRV', <Side.SELL: 2>)
1712716366750462488 ('BRV', <Side.SELL: 2>) 2 4928 0
[CANCELLED] 1712716366750462462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462466 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462467 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462468 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462469 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462470 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462471 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462463 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462472 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462473 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462474 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462475 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462476 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462477 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462479 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462480 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462464 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462481 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462483 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462484 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462485 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462486 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462465 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462487 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462489 ('BRV', <Side.BUY: 1>)
1712716366750462493 ('BRV', <Side.BUY: 1>) 1 4910 10
1712716366750462492 ('IGM', <Side.BUY: 1>) 2 4844 0
1712716366750462510 ('IGM', <Side.SELL: 2>) 2 4874 0
1712716366750462490 ('EPT', <Side.BUY: 1>) 3 4689 0
[CANCELLED] 1712716366750462494 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462495 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462496 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462497 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462498 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462499 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462491 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462500 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462501 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462502 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462503 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462504 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462505 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462506 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462507 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462508 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462509 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462511 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462512 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462513 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462514 ('IGM', <Side.SELL: 2>)
1712716366750462523 ('IGM', <Side.BUY: 1>) 2 4871 22
[CANCELLED] 1712716366750462515 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462516 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462517 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462518 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462519 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462520 ('BRV', <Side.SELL: 2>)
1712716366750462524 ('BRV', <Side.BUY: 1>) 1 4915 5
1712716366750462540 ('IGM', <Side.BUY: 1>) 2 4871 2
1712716366750462542 ('IGM', <Side.BUY: 1>) 2 4853 0
1712716366750462526 ('EPT', <Side.SELL: 2>) 2 4708 0
1712716366750462544 ('IGM', <Side.BUY: 1>) 2 4833 0
1712716366750462528 ('EPT', <Side.SELL: 2>) 2 4728 0
[CANCELLED] 1712716366750462521 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462525 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462527 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462529 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462530 ('EPT', <Side.SELL: 2>)
1712716366750462552 ('EPT', <Side.BUY: 1>) 3 4739 0
[CANCELLED] 1712716366750462522 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462531 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462532 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462533 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462534 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462535 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462536 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462537 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462538 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462539 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462541 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462543 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462545 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462546 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462547 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462548 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462549 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462550 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462551 ('BRV', <Side.SELL: 2>)
1712716366750462572 ('IGM', <Side.SELL: 2>) 2 4855 -2
1712716366750462574 ('IGM', <Side.SELL: 2>) 2 4873 0
1712716366750462556 ('EPT', <Side.BUY: 1>) 2 4719 0
1712716366750462578 ('BRV', <Side.SELL: 2>) 2 4933 0
1712716366750462576 ('IGM', <Side.SELL: 2>) 2 4893 0
1712716366750462558 ('EPT', <Side.BUY: 1>) 2 4699 0
1712716366750462553 ('DLO', <Side.BUY: 1>) 1 4730 0
[CANCELLED] 1712716366750462557 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462559 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462560 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462561 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462562 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462563 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462564 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462565 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462566 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462567 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462568 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462569 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462570 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462554 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462571 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462573 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462575 ('IGM', <Side.BUY: 1>)
1712716366750462585 ('IGM', <Side.BUY: 1>) 2 4897 4
[CANCELLED] 1712716366750462555 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462577 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462579 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462580 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750462581 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750462582 ('BRV', <Side.SELL: 2>)
1712716366750462586 ('BRV', <Side.BUY: 1>) 1 4913 33
1712716366750462608 ('BRV', <Side.BUY: 1>) 2 4913 13
1712716366750462584 ('DLO', <Side.BUY: 1>) 1 4738 0
1712716366750462583 ('EPT', <Side.BUY: 1>) 3 4684 0
[CANCELLED] 1712716366750462587 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462588 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462589 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462590 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462591 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750462592 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750462593 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462594 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462595 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462596 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462597 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750462598 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750462599 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462600 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462601 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750462602 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462603 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750462604 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750462605 ('IGM', <Side.SELL: 2>)
