1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
[CANCELLED] 1712718259867753791 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753792 ('BRV', <Side.SELL: 2>)
1712718259867753797 ('BRV', <Side.BUY: 1>) 1 5411 8
1712718259867753794 ('DLO', <Side.BUY: 1>) 1 5008 0
1712718259867753822 ('BRV', <Side.BUY: 1>) 2 5399 0
1712718259867753804 ('DLO', <Side.BUY: 1>) 2 4988 0
1712718259867753816 ('IGM', <Side.BUY: 1>) 2 5123 0
[CANCELLED] 1712718259867753793 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753798 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753799 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753800 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753801 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753802 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753803 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753805 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753806 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753807 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753808 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753809 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753810 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753811 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753812 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753813 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753814 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753815 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753817 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753818 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753819 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753820 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753821 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753823 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753824 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753825 ('BRV', <Side.SELL: 2>)
1712718259867753829 ('IGM', <Side.BUY: 1>) 3 5110 0
1712718259867753856 ('BRV', <Side.SELL: 2>) 2 5410 0
1712718259867753826 ('EPT', <Side.BUY: 1>) 1 5110 0
[CANCELLED] 1712718259867753831 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753832 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753833 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753834 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753835 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753836 ('EPT', <Side.SELL: 2>)
1712718259867753861 ('EPT', <Side.BUY: 1>) 1 5107 3
[CANCELLED] 1712718259867753827 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753837 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753838 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753839 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753840 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753841 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753842 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753828 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753843 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753844 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753845 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753846 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753847 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753848 ('MKU', <Side.SELL: 2>)
1712718259867753863 ('MKU', <Side.BUY: 1>) 1 5366 9
[CANCELLED] 1712718259867753849 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753850 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753851 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753852 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753853 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753854 ('IGM', <Side.SELL: 2>)
1712718259867753864 ('IGM', <Side.BUY: 1>) 2 5104 23
[CANCELLED] 1712718259867753830 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753855 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753857 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753858 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753859 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753860 ('BRV', <Side.SELL: 2>)
1712718259867753865 ('BRV', <Side.BUY: 1>) 1 5406 10
1712718259867753884 ('IGM', <Side.BUY: 1>) 2 5104 3
1712718259867753862 ('DLO', <Side.BUY: 1>) 1 5002 0
1712718259867753878 ('MKU', <Side.BUY: 1>) 2 5355 0
1712718259867753890 ('BRV', <Side.BUY: 1>) 2 5396 0
[CANCELLED] 1712718259867753866 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753867 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753868 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753869 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753870 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753871 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753872 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753873 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753874 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753875 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753876 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753877 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753879 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753880 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753881 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753882 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753883 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753885 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753886 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753887 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753888 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753889 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753891 ('BRV', <Side.SELL: 2>)
1712718259867753922 ('BRV', <Side.SELL: 2>) 2 5421 0
1712718259867753910 ('MKU', <Side.SELL: 2>) 2 5387 0
1712718259867753924 ('BRV', <Side.SELL: 2>) 2 5441 0
1712718259867753904 ('DLO', <Side.SELL: 2>) 2 5032 0
[CANCELLED] 1712718259867753892 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753897 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753898 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753899 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753900 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753901 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753902 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753893 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753903 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753905 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753906 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753907 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753908 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753894 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753909 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753911 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753912 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753913 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753914 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753895 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753915 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753916 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753917 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753918 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753919 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753920 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753896 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753921 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753923 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753925 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753926 ('BRV', <Side.SELL: 2>)
1712718259867753951 ('IGM', <Side.SELL: 2>) 2 5144 -3
1712718259867753927 ('EPT', <Side.BUY: 1>) 1 5100 0
1712718259867753953 ('IGM', <Side.SELL: 2>) 2 5161 0
1712718259867753957 ('BRV', <Side.SELL: 2>) 2 5471 0
1712718259867753945 ('MKU', <Side.SELL: 2>) 2 5414 0
[CANCELLED] 1712718259867753932 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753933 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753934 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753935 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753936 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753937 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753928 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753938 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753939 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753940 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753941 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753942 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753943 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753929 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753944 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753946 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753947 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753948 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753949 ('MKU', <Side.SELL: 2>)
1712718259867753960 ('MKU', <Side.BUY: 1>) 1 5416 8
[CANCELLED] 1712718259867753930 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753950 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753952 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753954 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753955 ('IGM', <Side.SELL: 2>)
1712718259867753961 ('IGM', <Side.BUY: 1>) 2 5167 11
[CANCELLED] 1712718259867753931 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753956 ('BRV', <Side.BUY: 1>)
1712718259867753962 ('BRV', <Side.BUY: 1>) 1 5481 19
1712718259867753959 ('DLO', <Side.BUY: 1>) 1 5048 0
1712718259867753981 ('IGM', <Side.BUY: 1>) 2 5158 0
1712718259867753975 ('MKU', <Side.BUY: 1>) 2 5404 0
1712718259867753987 ('BRV', <Side.BUY: 1>) 2 5480 0
1712718259867753989 ('BRV', <Side.BUY: 1>) 2 5460 0
1712718259867753958 ('EPT', <Side.BUY: 1>) 1 5089 0
[CANCELLED] 1712718259867753963 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753964 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753965 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753966 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753967 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753968 ('EPT', <Side.SELL: 2>)
1712718259867753993 ('EPT', <Side.BUY: 1>) 1 5074 15
[CANCELLED] 1712718259867753969 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753970 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753971 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753972 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753973 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753974 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753976 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753977 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753978 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753979 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753980 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753982 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753983 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753984 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753985 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753986 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753988 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753990 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753991 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753992 ('BRV', <Side.SELL: 2>)
1712718259867753995 ('MKU', <Side.BUY: 1>) 1 5415 0
1712718259867753998 ('EPT', <Side.BUY: 1>) 2 5069 0
1712718259867753997 ('BRV', <Side.BUY: 1>) 1 5498 0
1712718259867754017 ('IGM', <Side.SELL: 2>) 2 5184 0
1712718259867754010 ('MKU', <Side.BUY: 1>) 2 5395 0
1712718259867754019 ('IGM', <Side.SELL: 2>) 2 5204 0
1712718259867754000 ('EPT', <Side.BUY: 1>) 2 5049 0
1712718259867754021 ('IGM', <Side.SELL: 2>) 2 5224 0
1712718259867754023 ('BRV', <Side.SELL: 2>) 2 5539 0
1712718259867754025 ('BRV', <Side.SELL: 2>) 2 5559 0
1712718259867754027 ('BRV', <Side.SELL: 2>) 2 5579 0
1712718259867754002 ('EPT', <Side.BUY: 1>) 2 5029 0
[CANCELLED] 1712718259867753999 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754001 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754003 ('EPT', <Side.SELL: 2>)
1712718259867754028 ('EPT', <Side.BUY: 1>) 1 5024 7
[CANCELLED] 1712718259867753994 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754004 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754005 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754006 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754007 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754008 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754009 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754011 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754012 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754013 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754014 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754015 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753996 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754016 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754018 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754020 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754022 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754024 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754026 ('BRV', <Side.BUY: 1>)
1712718259867754052 ('IGM', <Side.SELL: 2>) 2 5248 -4
1712718259867754058 ('BRV', <Side.SELL: 2>) 2 5588 -30
1712718259867754060 ('BRV', <Side.SELL: 2>) 2 5588 -10
1712718259867754040 ('DLO', <Side.SELL: 2>) 2 5080 0
1712718259867754046 ('MKU', <Side.SELL: 2>) 2 5447 0
1712718259867754054 ('IGM', <Side.SELL: 2>) 2 5264 0
1712718259867754062 ('BRV', <Side.SELL: 2>) 2 5598 0
1712718259867754033 ('EPT', <Side.BUY: 1>) 2 5011 0
1712718259867754048 ('MKU', <Side.SELL: 2>) 2 5467 0
1712718259867754056 ('IGM', <Side.SELL: 2>) 2 5284 0
1712718259867754035 ('EPT', <Side.BUY: 1>) 2 4991 0
1712718259867754050 ('MKU', <Side.SELL: 2>) 2 5487 0
[CANCELLED] 1712718259867754034 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754036 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754037 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754038 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754029 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754039 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754041 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754042 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754043 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754044 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754030 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754045 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754047 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754049 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754031 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754051 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754053 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754055 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754032 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754057 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754059 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754061 ('BRV', <Side.BUY: 1>)
1712718259867754066 ('IGM', <Side.BUY: 1>) 3 5302 0
1712718259867754081 ('MKU', <Side.SELL: 2>) 2 5513 0
1712718259867754093 ('BRV', <Side.SELL: 2>) 2 5702 0
1712718259867754086 ('IGM', <Side.BUY: 1>) 2 5282 0
1712718259867754083 ('MKU', <Side.SELL: 2>) 2 5533 0
1712718259867754095 ('BRV', <Side.SELL: 2>) 2 5722 0
[CANCELLED] 1712718259867754063 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754068 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754069 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754070 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754071 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754072 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754073 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754064 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754074 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754075 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754076 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754077 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754078 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754079 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754065 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754080 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754082 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754084 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754085 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754087 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754088 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754089 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754090 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754091 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754067 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754092 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754094 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754096 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754097 ('BRV', <Side.SELL: 2>)
1712718259867754128 ('BRV', <Side.SELL: 2>) 2 5741 0
1712718259867754116 ('MKU', <Side.SELL: 2>) 2 5549 0
1712718259867754130 ('BRV', <Side.SELL: 2>) 1 5761 0
1712718259867754098 ('EPT', <Side.BUY: 1>) 1 4998 0
1712718259867754122 ('IGM', <Side.SELL: 2>) 2 5318 0
1712718259867754124 ('IGM', <Side.SELL: 2>) 2 5338 0
[CANCELLED] 1712718259867754103 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754104 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754105 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754106 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754107 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754108 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754099 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754109 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754110 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754111 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754112 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754113 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754114 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754100 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754115 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754117 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754118 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754119 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754120 ('MKU', <Side.SELL: 2>)
1712718259867754133 ('MKU', <Side.BUY: 1>) 1 5543 5
[CANCELLED] 1712718259867754101 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754121 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754123 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754125 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754126 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754102 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754127 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867754129 ('BRV', <Side.BUY: 1>)
1712718259867754135 ('BRV', <Side.BUY: 1>) 1 5755 12
1712718259867754160 ('BRV', <Side.BUY: 1>) 2 5747 0
1712718259867754132 ('DLO', <Side.BUY: 1>) 1 5117 0
1712718259867754148 ('MKU', <Side.BUY: 1>) 2 5528 0
1712718259867754131 ('EPT', <Side.BUY: 1>) 1 4980 0
1712718259867754162 ('BRV', <Side.BUY: 1>) 2 5727 0
1712718259867754150 ('MKU', <Side.BUY: 1>) 2 5508 0
1712718259867754164 ('BRV', <Side.BUY: 1>) 2 5707 0
1712718259867754155 ('IGM', <Side.SELL: 2>) 2 5351 0
[CANCELLED] 1712718259867754136 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754137 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754138 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754139 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754140 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754141 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754142 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754143 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754144 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754145 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754146 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754147 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867754149 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754151 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754152 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867754153 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867754134 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754154 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754156 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754157 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754158 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867754159 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867754161 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867754163 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867754165 ('BRV', <Side.SELL: 2>)
1712718259867754196 ('BRV', <Side.SELL: 2>) 2 5734 0
1712718259867754184 ('MKU', <Side.SELL: 2>) 2 5533 0
1712718259867754198 ('BRV', <Side.SELL: 2>) 2 5754 0
1712718259867754190 ('IGM', <Side.SELL: 2>) 2 5381 0
1712718259867754186 ('MKU', <Side.SELL: 2>) 2 5553 0
1712718259867754200 ('BRV', <Side.SELL: 2>) 1 5774 0
1712718259867754178 ('DLO', <Side.SELL: 2>) 2 5131 0
1712718259867754192 ('IGM', <Side.SELL: 2>) 2 5401 0
1712718259867754180 ('DLO', <Side.SELL: 2>) 2 5151 0
1712718259867754166 ('EPT', <Side.BUY: 1>) 1 4961 0
[CANCELLED] 1712718259867754171 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754172 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754173 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754174 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867754175 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867754176 ('EPT', <Side.SELL: 2>)
1712718259867754201 ('EPT', <Side.BUY: 1>) 1 4961 1
[CANCELLED] 1712718259867754167 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754177 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867754179 ('DLO', <Side.BUY: 1>)
